sample	cluster	ST	Species	Dataset	Host	Source	Collection.Year	Continent	Country	Region
SRR10049473	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	United Kingdom	
SRR10212188	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	United Kingdom	
SRR10519445	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	United Kingdom	
SRR10559565	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	United Kingdom	
SRR11361764	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	United Kingdom	
ERR4059202	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Netherlands	
SRR13608624	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	United Kingdom	
ERR5037397	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5037396	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5037393	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5037392	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5037391	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5037368	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5037367	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5037366	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5037289	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5037288	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5037287	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	France	
ERR5863493	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Sweden	
ERR5432569	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Germany	
ERR5432554	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Germany	
ERR5432513	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Germany	
ERR5432468	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Germany	
ERR5432444	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Germany	
ERR5432426	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Germany	
ERR5432425	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Germany	
ERR5432424	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Germany	
SRR15366031	21	131	Escherichia coli	ST131 Context W	ND/Other	NA	2019	Europe	United Kingdom	
SRR15361714	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	United Kingdom	
SRR15361672	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	United Kingdom	
SRR17883312	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Netherlands	
SRR17883313	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Netherlands	
SRR17883318	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Netherlands	
SRR17883325	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Netherlands	
SRR17883334	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Netherlands	
SRR17883338	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Netherlands	
SRR17883352	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Netherlands	
SRR7167516	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	
SRR7266757	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	
SRR7833083	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	
SRR7850183	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	
SRR7850144	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	
SRR7850070	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	
SRR7842124	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	
SRR8114789	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	
SRR8116847	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	
SRR8172594	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	
SRR9326070	21	131	Escherichia coli	ST131 Context W	Laboratory	NA	2018	Europe	United Kingdom	England
SRR9326071	21	131	Escherichia coli	ST131 Context W	Laboratory	NA	2018	Europe	United Kingdom	England
SRR9326072	21	131	Escherichia coli	ST131 Context W	Laboratory	NA	2018	Europe	United Kingdom	England
SRR9326073	21	131	Escherichia coli	ST131 Context W	Laboratory	NA	2018	Europe	United Kingdom	England
SRR9326074	21	131	Escherichia coli	ST131 Context W	Laboratory	NA	2018	Europe	United Kingdom	England
SRR9326075	21	131	Escherichia coli	ST131 Context W	Laboratory	NA	2018	Europe	United Kingdom	England
SRR9326084	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	England
SRR9326085	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	England
SRR9326086	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	United Kingdom	England
ERR4013548	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	Denmark	
ERR4013539	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	Denmark	
ERR4013517	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	Denmark	
ERR4013489	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	Denmark	
SRR13236432	21	131	Escherichia coli	ST131 Context W	Human	Human	2020	Oceania	Australia	
SRR15116131	21	131	Escherichia coli	ST131 Context W	Human	Human	2020	Oceania	Australia	
SRR15116133	21	131	Escherichia coli	ST131 Context W	Human	Human	2020	Oceania	Australia	
SRR15116142	21	131	Escherichia coli	ST131 Context W	Human	Human	2020	Oceania	Australia	
SRR15116148	21	131	Escherichia coli	ST131 Context W	Human	Human	2020	Oceania	Australia	
SRR15116154	21	131	Escherichia coli	ST131 Context W	Human	Human	2020	Oceania	Australia	
SRR15116157	21	131	Escherichia coli	ST131 Context W	Human	Human	2020	Oceania	Australia	
SRR11341591	21	131	Escherichia coli	ST131 Context W	Avian	Animal	2019	Oceania	Australia	South Australia
SRR11341609	21	131	Escherichia coli	ST131 Context W	Avian	Animal	2019	Oceania	Australia	South Australia
SRR11341638	21	131	Escherichia coli	ST131 Context W	Avian	Animal	2019	Oceania	Australia	South Australia
SRR11341643	21	131	Escherichia coli	ST131 Context W	Avian	Animal	2019	Oceania	Australia	South Australia
SRR11341647	21	131	Escherichia coli	ST131 Context W	Avian	Animal	2019	Oceania	Australia	South Australia
SRR11341655	21	131	Escherichia coli	ST131 Context W	Avian	Animal	2019	Oceania	Australia	South Australia
SRR11080157	21	131	Escherichia coli	ST131 Context W	Other Mammal	Animal	2019	Oceania	Australia	
SRR15116058	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116184	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116199	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116218	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116228	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116242	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116245	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116248	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116253	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116255	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116256	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116257	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116264	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116266	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116268	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116271	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116274	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116276	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116277	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116278	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116301	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116311	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116313	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116320	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116321	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116323	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR15116337	21	131	Escherichia coli	ST131 Context W	Human	Human	2019	Oceania	Australia	
SRR8420303	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	Queensland
SRR8420307	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	Queensland
SRR11094156	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	Queensland
SRR11094203	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	Queensland
SRR11094228	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	Queensland
SRR11094230	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	Queensland
SRR11094232	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	Queensland
SRR13803394	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803402	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803403	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803404	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803405	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803406	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803407	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803408	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803409	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803410	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803414	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803415	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803420	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803424	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803428	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803432	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803437	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803439	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803445	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803448	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803499	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803503	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803504	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803505	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803508	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803511	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803516	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803519	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803520	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803522	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803524	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803527	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803531	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803532	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803533	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803537	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803539	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803541	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803550	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803551	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803553	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803554	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803559	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803568	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803577	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803578	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803581	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803584	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803592	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803593	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803600	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR13803601	21	131	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR933389	21	2279	Escherichia coli	ST131 Context NA	Human	Human	2000	North America	United States	
ERR1841104	21	2279	Escherichia coli	ST131 Context W	Bovine	Animal	2015	Europe	Spain	
DRR102830	21	2279	Escherichia coli	ST131 Context W	Human	Human	2015	Asia	Japan	
SRR7879965	21	2279	Escherichia coli	ST131 Context NA	Human	Human	2015	North America	United States	Pennsylvania
SRR10301600	21	2279	Escherichia coli	ST131 Context NA	Canine	Animal	2019	North America	United States	Missouri
ERR3656338	21	2279	Escherichia coli	ST131 Context W	Human	Human	2019	Europe	Netherlands	
SRR8738409	21	2279	Escherichia coli	ST131 Context NA	Human	Human	1997	North America	United States	Colorado
SRR11674221	21	2279	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	Canada	Manitoba
SRR11727974	21	2279	Escherichia coli	ST131 Context NA	Human	Human	2018	North America	Canada	Nova Scotia
SRR11780118	21	2279	Escherichia coli	ST131 Context NA	Human	Human	2018	North America	Canada	New Brunswick
ERR4013989	21	2279	Escherichia coli	ST131 Context W	Human	Human	2018	Europe	Denmark	
SRR14673584	21	2279	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR14673585	21	2279	Escherichia coli	ST131 Context W	Human	Human	2018	Oceania	Australia	
SRR8541359	21	4713	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR8541569	21	4713	Escherichia coli	ST131 Context NA	Human	Human	2014	North America	Canada	Ontario
SRR10233157	21	8671	Escherichia coli	ST131 Context NA	Human	Human	2012	North America	Canada	Alberta
SRR11676231	21	8671	Escherichia coli	ST131 Context NA	Human	Human	2017	North America	Canada	New Brunswick
SRR11729715	21	8671	Escherichia coli	ST131 Context NA	Human	Human	2018	North America	Canada	Ontario
SRR11729716	21	8671	Escherichia coli	ST131 Context NA	Human	Human	2018	North America	Canada	Ontario
SRR11728566	21	8671	Escherichia coli	ST131 Context NA	Human	Human	2018	North America	Canada	Saskatchewan
SRR11780532	21	8671	Escherichia coli	ST131 Context NA	Human	Human	2018	North America	Canada	Quebec
SRR11463909	21	8671	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Alberta
SRR11464016	21	8671	Escherichia coli	ST131 Context NA	Human	Human	2016	North America	Canada	Alberta
SRR3108241	21	131	Escherichia coli	ST131 Context NA	Chicken	Animal	2017	North America	United States	Arizona 
SRR3108233	21	131	Escherichia coli	ST131 Context NA	Chicken	Animal	2017	North America	United States	Arizona 
SRR3108240	21	131	Escherichia coli	ST131 Context NA	Chicken	Animal	2017	North America	United States	Arizona 
SRR3108218	21	131	Escherichia coli	ST131 Context NA	Chicken	Animal	2017	North America	United States	Arizona 
SRR3108232	21	131	Escherichia coli	ST131 Context NA	Chicken	Animal	2017	North America	United States	Arizona 
SRR3108236	21	131	Escherichia coli	ST131 Context NA	Turkey	Animal	2017	North America	United States	Arizona 
SRR3108234	21	131	Escherichia coli	ST131 Context NA	Chicken	Animal	2017	North America	United States	Arizona 
SRR784156	21	131	Escherichia coli	ST131 Context W	Human	Human	2004	Europe	Denmark	
SRR784398	21	131	Escherichia coli	ST131 Context W	Human	Human	2005	Europe	Denmark	
ERR161325	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	Spain	
ERR161323	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	Spain	
ERR161315	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	Spain	
ERR161308	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	Spain	
ERR161305	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Oceania	Australia	
SRR2970655	21	131	Escherichia coli	ST131 Context W	Human	Human	2012	Europe	Germany	
ERR1191581	21	131	Escherichia coli	ST131 Context W	Human	Human	2014	Europe	Denmark	
SRR3578575	21	131	Escherichia coli	ST131 Context W	Human	Human	2015	Europe	United Kingdom	
SRR3143580	21	131	Escherichia coli	ST131 Context W	Human	Human	2012	Europe	United Kingdom	
SRR3143570	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Europe	Germany	
SRR3143569	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Europe	Germany	
SRR3051019	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Europe	United Kingdom	
ERR501408	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Europe	Spain	
SRR4067487	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Oceania	Australia	
ERR769164	21	131	Escherichia coli	ST131 Context W	Swine	Animal	2011	Europe	Denmark	
SRR770165	21	131	Escherichia coli	ST131 Context W	Human	Human	2003	Europe	Denmark	
SRR800459	21	131	Escherichia coli	ST131 Context W	Human	Human	2004	Europe	Denmark	
ERR161277	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Oceania	Australia	
ERR161268	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Oceania	Australia	
ERR161267	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Oceania	Australia	
ERR161244	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
ERR161243	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
ERR161242	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
ERR161241	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
ERR161318	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	Spain	
ERR161301	21	131	Escherichia coli	ST131 Context W	Human	Human	2007	Europe	United Kingdom	
ERR161299	21	131	Escherichia coli	ST131 Context W	Human	Human	2007	Europe	United Kingdom	
SRR933539	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Oceania	Australia	
SRR933439	21	131	Escherichia coli	ST131 Context NA	Human	Human	2003	North America	United States	
SRR933349	21	131	Escherichia coli	ST131 Context W	Human	Human	2007	Asia	India	
SRR2970775	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Asia	Cambodia	
SRR2970774	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Cambodia	
SRR2970753	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Cambodia	
SRR933435	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	United States	
SRR3574220	21	131	Escherichia coli	ST131 Context W	Human	Human	2016	Europe	United Kingdom	
SRR3143623	21	131	Escherichia coli	ST131 Context W	Human	Human	2012	Europe	United Kingdom	
SRR3143620	21	131	Escherichia coli	ST131 Context W	Human	Human	2012	Europe	United Kingdom	
SRR3143618	21	131	Escherichia coli	ST131 Context W	Human	Human	2012	Europe	Ireland	
SRR3143594	21	131	Escherichia coli	ST131 Context W	Human	Human	2012	Europe	United Kingdom	
SRR3143593	21	131	Escherichia coli	ST131 Context W	Human	Human	2012	Europe	United Kingdom	
SRR3143591	21	131	Escherichia coli	ST131 Context W	Human	Human	2012	Europe	United Kingdom	
SRR3143588	21	131	Escherichia coli	ST131 Context W	Human	Human	2012	Europe	United Kingdom	
SRR3143586	21	131	Escherichia coli	ST131 Context W	Human	Human	2012	Europe	United Kingdom	
SRR3143563	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Europe	Germany	
SRR3143562	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Europe	Germany	
SRR3143557	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Europe	Germany	
SRR3098846	21	131	Escherichia coli	ST131 Context NA	Human	Human	2007	North America	United States	
SRR3051007	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Europe	United Kingdom	
ERR062296	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
SRR3982177	21	131	Escherichia coli	ST131 Context NA	Human	Human	2012	North America	United States	
DRR051004	21	131	Escherichia coli	ST131 Context W	Human	Human	2007	Asia	Japan	
DRR050996	21	131	Escherichia coli	ST131 Context W	Human	Human	2004	Asia	Japan	
ERR712526	21	131	Escherichia coli	ST131 Context W	Human	Human	2013	Europe	Germany	
SRR4067429	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Oceania	Australia	
SRR3066096	21	131	Escherichia coli	ST131 Context W	Human	Human	2006	Asia	Laos	
SRR2970633	21	131	Escherichia coli	ST131 Context W	Human	Human	2007	Asia	Laos	
SRR2970695	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Asia	Laos	
SRR2970706	21	131	Escherichia coli	ST131 Context W	Human	Human	2007	Asia	Laos	
SRR2970717	21	131	Escherichia coli	ST131 Context W	Human	Human	2007	Asia	Laos	
SRR2970728	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Asia	Laos	
SRR2970740	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Asia	Laos	
SRR2970751	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Asia	Laos	
SRR2970762	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Asia	Laos	
SRR2970773	21	131	Escherichia coli	ST131 Context W	Human	Human	2005	Europe	United Kingdom	
SRR2970634	21	131	Escherichia coli	ST131 Context W	Human	Human	2005	Europe	United Kingdom	
SRR2970646	21	131	Escherichia coli	ST131 Context W	Human	Human	2005	Europe	United Kingdom	
SRR2970657	21	131	Escherichia coli	ST131 Context W	Human	Human	2005	Europe	United Kingdom	
SRR2970668	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970680	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970690	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Europe	United Kingdom	
SRR2970691	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970692	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970693	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Europe	United Kingdom	
SRR2970694	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Europe	United Kingdom	
SRR2970696	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
SRR2970697	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
SRR2970698	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970699	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Europe	United Kingdom	
SRR2970700	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
SRR2970701	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
SRR2970702	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970703	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970704	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970705	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970707	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970708	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970709	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970710	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970711	21	131	Escherichia coli	ST131 Context W	Human	Human	2008	Europe	United Kingdom	
SRR2970712	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
SRR2970713	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970714	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970715	21	131	Escherichia coli	ST131 Context W	Human	Human	2009	Europe	United Kingdom	
SRR2970716	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970718	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970719	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Cambodia	
SRR2970720	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Europe	United Kingdom	
SRR2970733	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Thailand	
SRR2970734	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Thailand	
SRR2970735	21	131	Escherichia coli	ST131 Context W	Human	Human	2010	Asia	Thailand	
SRR2970738	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Thailand	
SRR2970739	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Thailand	
SRR2970741	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Thailand	
SRR2970742	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Thailand	
SRR2970743	21	131	Escherichia coli	ST131 Context W	Human	Human	2011	Asia	Thailand	
